,emp_title,experience_years,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,total_collection_amount_ever,num_open_cc_accounts,num_cc_carrying_balance,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,has_delinquency,has_balance,has_tax_lien
8549,district sales manager,3.0,CA,MORTGAGE,82000.0,Not Verified,19.92,0,1994,5,18,6,100694,78211,0,0,4,3,0,1,debt_consolidation,joint,32000,60,21.85,881.08,D,D5,Mar-2018,Current,whole,Cash,31088.36,No Delinquencies,True,0
8550,proposal coordinator,9.0,MD,MORTGAGE,71000.0,Verified,43.24,0,1991,0,35,18,445198,135231,0,0,13,8,0,0,debt_consolidation,joint,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,fractional,Cash,35863.53,No Delinquencies,True,0
8551,paralegal,5.0,NV,MORTGAGE,60000.0,Verified,13.34,0,2007,2,9,7,339460,22732,0,0,5,5,0,1,debt_consolidation,individual,10000,36,9.92,322.3,B,B2,Mar-2018,Current,whole,Cash,9275.14,No Delinquencies,True,0
8552,automation,10.0,TX,MORTGAGE,132000.0,Not Verified,9.38,0,2002,0,33,12,233198,45502,0,0,7,2,0,0,home_improvement,individual,10000,36,5.31,301.11,A,A1,Mar-2018,Current,whole,Cash,9485.14,No Delinquencies,True,0
8553,account manager,10.0,CO,MORTGAGE,63000.0,Source Verified,28.3,0,1993,4,38,18,306240,68939,0,0,14,10,0,0,debt_consolidation,joint,24000,36,6.07,730.89,A,A2,Feb-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
8554,manager,6.0,SC,MORTGAGE,50000.0,Source Verified,27.78,0,1988,5,33,9,282863,22782,0,0,6,4,0,0,car,joint,14000,60,16.02,340.61,C,C5,Feb-2018,Current,whole,Cash,13372.73,No Delinquencies,True,0
8555,driver,0.0,VA,MORTGAGE,35000.0,Source Verified,38.79,0,2000,1,23,7,188117,30510,0,0,3,2,0,1,debt_consolidation,joint,9000,36,18.06,325.65,D,D2,Jan-2018,Current,fractional,Cash,6971.58,No Delinquencies,True,0
8556,secretary,10.0,CA,RENT,70000.0,Source Verified,17.3,0,2004,4,31,5,59042,50345,0,0,3,2,0,0,other,joint,18000,36,20.0,668.95,D,D4,Jan-2018,Current,fractional,Cash,16486.89,No Delinquencies,True,0
8557,manager,6.0,KY,RENT,60000.0,Source Verified,26.89,0,1991,0,23,7,89205,38595,0,0,3,1,0,0,debt_consolidation,individual,36000,60,10.9,780.94,B,B4,Feb-2018,Current,whole,Cash,34625.77,No Delinquencies,True,0
8558,delivery associate ,5.0,NY,MORTGAGE,57000.0,Verified,28.21,0,2006,0,23,12,196697,46086,0,0,8,2,0,0,debt_consolidation,individual,25000,36,7.34,775.82,A,A4,Mar-2018,Current,whole,Cash,23119.83,No Delinquencies,True,0
8559,transportation driver,6.0,FL,MORTGAGE,20000.0,Source Verified,0.0,0,2003,1,13,6,128900,0,0,0,5,0,0,0,debt_consolidation,joint,25000,60,17.09,622.53,D,D1,Feb-2018,Current,whole,Cash,23911.06,No Delinquencies,False,0
8560,store manager,10.0,AZ,MORTGAGE,48000.0,Not Verified,31.45,0,2009,0,11,10,71000,40991,0,0,7,6,0,0,debt_consolidation,joint,11200,36,6.72,344.4,A,A3,Feb-2018,Current,whole,Cash,10063.78,No Delinquencies,True,0
8563,manager,6.0,VA,RENT,51000.0,Not Verified,15.95,0,1987,1,20,6,28700,16151,0,0,4,2,0,1,debt_consolidation,individual,17000,36,11.99,564.57,B,B5,Jan-2018,Current,fractional,Cash,14986.61,No Delinquencies,True,0
8564,manager,6.0,ID,OWN,40000.0,Not Verified,28.47,0,1999,1,23,10,70683,40311,0,0,6,2,0,1,other,individual,7500,36,7.97,234.92,A,A5,Jan-2018,Current,whole,Cash,6562.09,No Delinquencies,True,0
8565,title 1 interventions ,4.0,FL,RENT,15000.0,Verified,20.48,1,2003,3,37,15,257794,80201,0,0,8,7,0,0,debt_consolidation,joint,4075,36,20.0,151.45,D,D4,Jan-2018,Fully Paid,fractional,Cash,0.0,Has Delinquencies,True,0
8567,lpn,2.0,VA,OWN,39000.0,Not Verified,33.97,0,2005,1,21,11,62421,45055,0,0,7,5,0,0,car,individual,1200,36,10.41,38.96,B,B3,Mar-2018,Current,whole,Cash,1113.6,No Delinquencies,True,0
8570,software engineer ,8.0,TX,RENT,84000.0,Not Verified,10.44,0,2010,0,8,4,40800,20421,0,363,2,2,0,0,credit_card,individual,40000,36,9.93,1289.38,B,B2,Feb-2018,Current,fractional,Cash,36118.63,No Delinquencies,True,0
8571,office administrator,1.0,NJ,RENT,39900.0,Not Verified,5.89,0,1983,0,6,4,41600,23676,0,1327,3,3,0,0,debt_consolidation,individual,3000,36,13.59,101.94,C,C2,Jan-2018,Current,whole,Cash,2652.39,No Delinquencies,True,0
8572,registered nurse,4.0,NY,OWN,100000.0,Not Verified,7.56,2,1999,1,30,13,73822,50126,0,0,3,1,0,0,credit_card,individual,17000,36,6.07,517.72,A,A2,Mar-2018,Current,whole,Cash,15698.25,Has Delinquencies,True,0
8573,foreman ,10.0,TN,MORTGAGE,65000.0,Source Verified,4.21,0,1982,1,12,5,129637,5099,0,0,3,2,0,0,debt_consolidation,joint,7200,36,7.96,225.49,A,A5,Mar-2018,Current,whole,Cash,6663.27,No Delinquencies,True,0
8574,underwriter,0.0,CA,MORTGAGE,170000.0,Source Verified,11.55,0,2003,1,15,10,74719,49344,0,0,6,5,0,1,debt_consolidation,individual,22000,60,30.17,714.08,F,F3,Feb-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
8575,property administrator,10.0,NY,OWN,90000.0,Source Verified,8.83,0,1990,3,18,11,433569,28738,0,0,9,5,0,0,house,individual,35000,36,7.96,1096.13,A,A5,Mar-2018,Current,whole,Cash,33266.34,No Delinquencies,True,0
8576,assistant manager ,5.0,CO,RENT,20000.0,Source Verified,1.52,0,2002,1,4,4,10800,477,0,0,4,2,0,0,car,individual,3500,36,7.35,108.64,A,A4,Jan-2018,Current,whole,Cash,3058.61,No Delinquencies,True,0
8578,teller,10.0,IL,MORTGAGE,33000.0,Source Verified,14.59,0,2001,3,37,18,110364,20881,0,0,14,6,0,1,credit_card,individual,1000,36,10.91,32.7,B,B4,Jan-2018,Current,whole,Cash,849.79,No Delinquencies,True,0
8579,sales represetative,10.0,AR,MORTGAGE,104000.0,Verified,21.51,0,2005,0,32,16,338785,96986,0,0,8,4,0,0,debt_consolidation,individual,33000,36,10.42,1071.34,B,B3,Jan-2018,Current,fractional,Cash,29007.31,No Delinquencies,True,0
8580,doo,3.0,GA,MORTGAGE,90000.0,Not Verified,10.4,0,2003,4,28,20,222489,74455,0,0,7,3,2,1,debt_consolidation,individual,8400,36,13.59,285.43,C,C2,Jan-2018,Fully Paid,fractional,Cash,0.0,No Delinquencies,True,1
8582,owner,10.0,CA,MORTGAGE,260000.0,Verified,4.23,0,1974,1,34,17,483700,32649,0,0,16,9,0,0,house,individual,35000,36,6.08,1066.04,A,A2,Jan-2018,Current,whole,Cash,30511.21,No Delinquencies,True,0
8583,rental management,10.0,WY,MORTGAGE,84000.0,Not Verified,5.71,0,1991,3,37,15,241162,11513,0,0,12,3,0,0,credit_card,joint,9975,36,6.08,303.83,A,A2,Jan-2018,Current,fractional,Cash,8954.11,No Delinquencies,True,0
8584,attorney,0.0,KS,MORTGAGE,70000.0,Source Verified,27.4,0,2002,0,49,13,325590,107037,0,0,8,6,0,0,credit_card,joint,13000,36,7.97,407.2,A,A5,Jan-2018,Current,whole,Cash,11374.26,No Delinquencies,True,0
8585,engineer,2.0,PA,RENT,79040.0,Verified,29.97,1,2000,2,44,20,135156,104039,0,0,9,4,0,0,debt_consolidation,individual,33900,60,19.42,887.24,D,D3,Mar-2018,Current,whole,Cash,32867.6,Has Delinquencies,True,0
8586,registered nurse,10.0,CT,MORTGAGE,110000.0,Not Verified,23.65,3,1995,1,14,9,608023,66627,0,0,5,4,0,0,debt_consolidation,individual,10000,36,14.08,342.17,C,C3,Feb-2018,Current,fractional,Cash,9084.7,Has Delinquencies,True,0
8587,erp manager,7.0,IN,MORTGAGE,60600.0,Source Verified,26.63,0,2002,0,32,20,104738,63522,0,0,14,10,0,0,credit_card,individual,24000,60,13.59,553.35,C,C2,Jan-2018,Current,whole,Cash,22560.0,No Delinquencies,True,0
8589,administrative secretary,2.0,CA,MORTGAGE,43000.0,Not Verified,22.5,0,2004,1,17,12,41300,20219,0,0,11,8,0,1,credit_card,individual,12000,36,16.01,421.95,C,C5,Mar-2018,Current,fractional,Cash,11203.92,No Delinquencies,True,0
8591,mechanic,1.0,NJ,OWN,33600.0,Source Verified,8.36,1,2009,5,19,10,26900,18309,0,0,3,2,0,0,credit_card,individual,4800,36,13.59,163.1,C,C2,Jan-2018,Current,whole,Cash,4243.84,Has Delinquencies,True,0
8592,hair stylist,10.0,AZ,OWN,36000.0,Not Verified,25.1,0,2004,1,28,9,90000,34085,0,0,7,4,0,1,credit_card,joint,15000,36,9.93,483.52,B,B2,Jan-2018,Current,fractional,Cash,6623.76,No Delinquencies,True,0
8594,assistant supervisor ,1.0,HI,MORTGAGE,36000.0,Source Verified,31.5,0,1979,5,15,8,376501,30063,0,0,5,3,0,1,credit_card,joint,24000,60,30.75,787.58,F,F5,Jan-2018,Late (16-30 days),whole,Cash,23282.69,No Delinquencies,True,0
8596,manager,10.0,TX,RENT,74600.0,Source Verified,8.25,0,2005,2,7,3,29473,19811,0,0,1,1,0,0,debt_consolidation,individual,20000,36,9.93,644.69,B,B2,Jan-2018,Current,whole,Cash,17564.07,No Delinquencies,True,0
8597,network technician,3.0,MD,RENT,61500.0,Source Verified,11.14,0,2003,0,7,4,348712,8717,0,3209,2,2,0,0,debt_consolidation,individual,5000,36,13.59,169.9,C,C2,Jan-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
8601,bookkeeper,4.0,CA,RENT,109000.0,Source Verified,23.62,0,2001,3,22,10,121974,88195,0,0,7,6,0,1,credit_card,individual,15200,36,9.43,486.41,B,B1,Feb-2018,Current,whole,Cash,13714.75,No Delinquencies,True,0
8602,ceo,10.0,CT,MORTGAGE,500000.0,Source Verified,6.29,3,1999,1,26,12,1095467,74039,0,0,5,2,0,0,debt_consolidation,joint,40000,60,9.93,848.51,B,B2,Jan-2018,Current,whole,Cash,37369.27,Has Delinquencies,True,0
8603,photographer,4.0,CT,RENT,103000.0,Not Verified,6.16,1,2004,2,28,7,28974,19417,0,0,6,3,0,0,debt_consolidation,individual,4800,36,11.99,159.41,B,B5,Jan-2018,Current,whole,Cash,4231.5,Has Delinquencies,True,0
8604,partner,3.0,NC,MORTGAGE,105000.0,Not Verified,10.95,0,2010,0,29,4,162523,24869,0,0,2,2,0,0,debt_consolidation,individual,7500,36,9.93,241.76,B,B2,Jan-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
8605,home lending officer,2.0,CA,RENT,120000.0,Source Verified,8.63,1,2011,0,17,8,73972,25088,0,0,5,2,0,0,other,individual,28000,60,12.61,631.51,C,C1,Mar-2018,Current,whole,Cash,26977.5,Has Delinquencies,True,0
8606,teacher,10.0,GA,MORTGAGE,160000.0,Not Verified,8.67,0,2001,1,19,13,44500,34152,0,0,11,8,0,0,debt_consolidation,individual,12800,60,21.45,349.54,D,D5,Jan-2018,Current,whole,Cash,12174.33,No Delinquencies,True,0
8607,teacher,10.0,CA,MORTGAGE,160000.0,Not Verified,7.45,1,2004,4,43,14,411875,54182,0,0,11,3,0,1,home_improvement,joint,8400,36,7.34,260.68,A,A4,Feb-2018,Fully Paid,fractional,Cash,0.0,Has Delinquencies,True,0
8608,vice principal,10.0,CA,RENT,225000.0,Source Verified,16.34,0,1991,1,29,19,166325,129827,0,0,11,10,0,0,debt_consolidation,individual,35000,36,13.59,1189.26,C,C2,Feb-2018,Current,whole,Cash,31774.18,No Delinquencies,True,0
8609,hvac service technician ,1.0,SD,MORTGAGE,60000.0,Source Verified,25.5,0,1996,0,30,9,269369,43987,0,0,3,2,0,0,debt_consolidation,joint,35000,60,13.58,806.79,C,C2,Mar-2018,Current,whole,Cash,34173.94,No Delinquencies,True,0
8610,youth development specialist,4.0,CA,RENT,30000.0,Source Verified,20.48,0,2013,4,9,7,28000,11996,0,0,6,1,0,0,debt_consolidation,individual,17600,36,9.43,563.21,B,B1,Mar-2018,Current,whole,Cash,16315.25,No Delinquencies,True,0
8611,operator ,1.0,CO,MORTGAGE,48000.0,Verified,57.83,0,2004,1,23,11,466287,107503,0,0,6,5,0,2,debt_consolidation,joint,18000,60,18.06,457.67,D,D2,Feb-2018,Current,whole,Cash,17235.88,No Delinquencies,True,0
8612,network installer,3.0,CA,RENT,60000.0,Not Verified,12.58,0,2003,1,11,9,74500,17268,0,0,8,5,0,0,major_purchase,individual,1800,36,10.42,58.44,B,B3,Jan-2018,Current,whole,Cash,1582.2,No Delinquencies,True,0
8613,project accountant,1.0,AZ,MORTGAGE,68000.0,Source Verified,14.79,0,2004,4,35,13,67858,32098,0,0,11,2,0,0,debt_consolidation,individual,10000,36,12.62,335.12,C,C1,Feb-2018,Current,whole,Cash,9065.57,No Delinquencies,True,0
8614,operations manager,4.0,NY,RENT,48000.0,Not Verified,15.82,0,2011,0,10,8,59592,19902,0,0,7,5,0,0,debt_consolidation,individual,5000,36,6.71,153.73,A,A3,Feb-2018,Current,whole,Cash,4620.57,No Delinquencies,True,0
8615,honor health,5.0,AZ,MORTGAGE,100000.0,Source Verified,29.77,0,2001,1,35,17,360108,88356,0,0,13,9,0,0,home_improvement,individual,10000,36,7.96,313.18,A,A5,Feb-2018,Current,fractional,Cash,9254.54,No Delinquencies,True,0
8616,owner,10.0,NC,MORTGAGE,65000.0,Not Verified,15.97,0,2000,0,15,10,168691,19507,0,0,8,6,0,0,debt_consolidation,individual,6000,36,7.34,186.2,A,A4,Mar-2018,Current,whole,Cash,5548.75,No Delinquencies,True,0
8617,relationship manager,0.0,IL,RENT,85000.0,Source Verified,14.08,0,2008,3,40,15,171659,116962,0,0,11,4,0,0,debt_consolidation,individual,30000,60,13.58,691.54,C,C2,Mar-2018,Current,whole,Cash,29291.94,No Delinquencies,True,0
8619,photography agent,4.0,NY,RENT,170000.0,Source Verified,5.56,0,1997,1,25,14,46425,42717,0,0,5,4,0,1,credit_card,individual,9000,36,10.9,294.23,B,B4,Mar-2018,Current,fractional,Cash,8356.75,No Delinquencies,True,0
8620,owner,0.0,KY,MORTGAGE,160000.0,Not Verified,9.08,0,2004,0,19,9,87774,56931,0,0,7,5,0,0,credit_card,individual,10000,36,6.08,304.59,A,A2,Jan-2018,Current,whole,Cash,8717.45,No Delinquencies,True,0
8621,analyst,1.0,NJ,MORTGAGE,100000.0,Not Verified,23.71,0,1984,3,30,15,319690,129595,0,0,8,6,0,0,credit_card,individual,15000,36,5.32,451.73,A,A1,Jan-2018,Current,whole,Cash,12957.83,No Delinquencies,True,0
8622,chaplain,3.0,TX,MORTGAGE,74000.0,Not Verified,2.16,0,2005,1,6,4,14600,1965,0,0,3,2,0,0,home_improvement,individual,2500,36,6.72,76.88,A,A3,Jan-2018,Current,whole,Cash,2003.67,No Delinquencies,True,0
8624,coin operator,10.0,CO,MORTGAGE,60000.0,Source Verified,18.98,0,2000,2,20,7,209695,27517,0,0,4,2,0,0,debt_consolidation,joint,6000,36,14.08,205.3,C,C3,Feb-2018,Current,fractional,Cash,5450.83,No Delinquencies,True,0
8625,owner,8.0,MO,MORTGAGE,193783.0,Not Verified,10.57,0,2011,1,11,10,478961,65094,0,0,7,6,0,0,credit_card,individual,9000,36,11.99,298.89,B,B5,Jan-2018,Current,whole,Cash,7934.09,No Delinquencies,True,0
8626,r e appraiser,10.0,MI,MORTGAGE,42000.0,Source Verified,18.65,0,2002,2,19,13,220060,26680,0,0,11,3,1,1,debt_consolidation,joint,37000,36,9.44,1184.19,B,B1,Jan-2018,Current,whole,Cash,32463.57,No Delinquencies,True,1
8627,manager,6.0,FL,OWN,53232.0,Source Verified,6.33,0,2007,1,11,6,169914,9740,0,527,4,2,0,1,credit_card,individual,6000,36,17.47,215.33,D,D1,Mar-2018,Current,whole,Cash,5742.17,No Delinquencies,True,0
8628,driver,10.0,CA,RENT,75000.0,Verified,21.12,0,2005,1,17,9,49993,37990,0,0,6,4,0,1,debt_consolidation,joint,15000,36,17.09,535.47,D,D1,Feb-2018,Current,fractional,Cash,13684.86,No Delinquencies,True,0
8629,claims assistant,0.0,IL,RENT,51000.0,Source Verified,16.52,0,2011,4,16,16,54400,37240,0,0,6,5,0,0,debt_consolidation,individual,6000,36,14.08,205.3,C,C3,Jan-2018,Current,fractional,Cash,5309.48,No Delinquencies,True,0
8630,parking manager ,2.0,CA,RENT,40000.0,Verified,28.09,0,2005,2,19,7,33282,11808,0,0,4,4,0,0,debt_consolidation,individual,4800,36,18.45,174.62,D,D2,Mar-2018,Current,fractional,Cash,4492.87,No Delinquencies,True,0
8633,implementation consultant,0.0,FL,MORTGAGE,190000.0,Not Verified,7.57,0,1999,0,32,11,517212,25963,0,0,7,4,0,0,debt_consolidation,individual,10500,36,5.32,316.21,A,A1,Jan-2018,Current,fractional,Cash,9139.69,No Delinquencies,True,0
8634,sales,6.0,MI,RENT,63000.0,Source Verified,17.35,0,2006,1,20,13,54860,17907,0,0,11,9,0,0,debt_consolidation,individual,15000,60,9.92,318.12,B,B2,Mar-2018,Current,whole,Cash,13550.69,No Delinquencies,True,0
8635,"supervisor, ada field surveillance",10.0,NJ,MORTGAGE,69000.0,Not Verified,10.58,0,1992,2,25,14,34438,10082,0,2465,13,7,0,0,debt_consolidation,individual,20000,60,12.62,451.19,C,C1,Jan-2018,Current,whole,Cash,18770.12,No Delinquencies,True,0
8636,manager,6.0,OH,MORTGAGE,15996.0,Verified,18.15,0,2006,3,24,14,90273,2327,0,0,13,9,0,0,debt_consolidation,individual,3000,36,11.99,99.63,B,B5,Jan-2018,Current,fractional,DirectPay,2644.7,No Delinquencies,True,0
8638,marketing coordinator,0.0,NY,RENT,55000.0,Not Verified,4.56,0,2009,0,23,5,51605,34630,0,0,4,3,0,0,credit_card,individual,1375,36,7.97,43.07,A,A5,Jan-2018,Current,whole,Cash,1203.04,No Delinquencies,True,0
8639,operations manager,10.0,FL,MORTGAGE,75000.0,Not Verified,12.45,2,2003,1,15,9,275432,22196,0,0,7,6,0,0,home_improvement,individual,5000,36,11.98,166.03,B,B5,Feb-2018,Current,whole,Cash,4648.17,Has Delinquencies,True,0
8641,manager,6.0,CA,MORTGAGE,60000.0,Not Verified,2.3,0,1983,2,20,6,357800,3804,0,0,5,4,0,0,house,individual,30000,36,6.08,913.75,A,A2,Feb-2018,Current,fractional,Cash,27703.15,No Delinquencies,True,0
8642,plumber,4.0,NY,RENT,72800.0,Source Verified,0.51,0,2011,0,6,5,8200,962,0,0,5,1,0,0,debt_consolidation,individual,5000,36,9.93,161.18,B,B2,Jan-2018,Current,whole,Cash,4390.98,No Delinquencies,True,0
8643,tool and die maker,10.0,FL,MORTGAGE,70000.0,Source Verified,11.98,0,1995,1,24,10,204620,5909,0,0,7,2,0,0,credit_card,joint,18000,60,9.44,377.51,B,B1,Jan-2018,Current,whole,Cash,16801.75,No Delinquencies,True,0
8644,ach product consultant,10.0,PA,OWN,91000.0,Not Verified,16.38,0,1990,2,31,10,151225,116175,0,0,8,4,0,0,other,individual,5000,36,7.34,155.17,A,A4,Feb-2018,Current,whole,Cash,4488.63,No Delinquencies,True,0
8645,hr/pr administrator,4.0,WA,RENT,28500.0,Not Verified,33.39,0,1998,0,13,9,47735,19284,0,0,7,4,0,0,debt_consolidation,individual,12500,60,18.45,320.49,D,D2,Mar-2018,Current,whole,Cash,12109.14,No Delinquencies,True,0
8646,superintended,10.0,TX,MORTGAGE,72000.0,Verified,20.08,1,2006,2,16,6,151615,44344,0,0,3,2,0,0,home_improvement,individual,5000,36,22.91,193.32,E,E1,Feb-2018,Current,fractional,Cash,4597.78,Has Delinquencies,True,0
8648,senior visual designer,0.0,SC,RENT,75000.0,Source Verified,6.08,0,2008,0,8,6,22400,14657,0,0,6,3,0,0,credit_card,individual,15250,36,6.71,468.86,A,A3,Mar-2018,Current,whole,DirectPay,14092.78,No Delinquencies,True,0
8650,sales,7.0,CA,RENT,82000.0,Not Verified,10.04,0,2011,0,12,8,45455,32946,0,233,7,5,1,1,major_purchase,individual,6800,36,17.47,244.04,D,D1,Mar-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,1
8652,truck driver,10.0,NJ,MORTGAGE,36609.0,Verified,45.25,1,2006,2,12,7,133555,68930,0,0,4,4,0,0,credit_card,joint,6000,36,7.97,187.94,A,A5,Feb-2018,Current,whole,DirectPay,5401.71,Has Delinquencies,True,0
8654,manager,6.0,CT,RENT,67000.0,Verified,9.6,0,2001,1,17,10,46800,19481,0,1265,10,5,0,0,debt_consolidation,individual,15000,36,9.43,480.01,B,B1,Mar-2018,Current,whole,Cash,13905.04,No Delinquencies,True,0
8655,police,10.0,FL,MORTGAGE,160000.0,Source Verified,15.34,1,1998,3,30,14,340537,47823,0,0,9,9,0,0,credit_card,individual,15000,60,19.03,389.36,D,D3,Jan-2018,Current,whole,Cash,14218.17,Has Delinquencies,True,0
8656,construction manager,4.0,GA,MORTGAGE,90000.0,Not Verified,29.24,0,2006,2,32,18,337331,95608,0,0,13,7,0,0,credit_card,individual,12000,60,10.41,257.4,B,B3,Mar-2018,Current,whole,Cash,11692.07,No Delinquencies,True,0
8657,project controls supervisor,10.0,TN,MORTGAGE,140000.0,Not Verified,13.48,0,1994,2,42,8,559203,150723,0,0,6,3,0,0,debt_consolidation,individual,30550,36,14.08,1045.32,C,C3,Feb-2018,Current,whole,Cash,27753.8,No Delinquencies,True,0
8659,manager,5.0,CO,MORTGAGE,85000.0,Source Verified,15.38,0,2005,1,34,17,372671,42883,0,0,14,4,0,0,debt_consolidation,individual,25000,60,10.9,542.32,B,B4,Mar-2018,Current,whole,Cash,24045.67,No Delinquencies,True,0
8660,card services supervisor,10.0,VA,RENT,55000.0,Source Verified,5.02,0,2003,1,15,5,18700,6339,0,0,4,2,0,0,debt_consolidation,individual,15000,36,9.43,480.01,B,B1,Mar-2018,Current,fractional,Cash,13905.03,No Delinquencies,True,0
8661,service plumber,7.0,FL,OWN,50000.0,Not Verified,7.97,1,1989,0,20,13,196600,10534,0,588,11,6,0,0,debt_consolidation,individual,8000,36,10.91,261.57,B,B4,Jan-2018,Fully Paid,fractional,Cash,0.0,Has Delinquencies,True,0
8662,early childhood teacher,10.0,NC,MORTGAGE,10000.0,Verified,110.44,0,2000,2,29,12,352300,26307,0,0,10,5,0,0,debt_consolidation,joint,21000,36,6.08,639.63,A,A2,Jan-2018,Current,whole,Cash,18306.7,No Delinquencies,True,0
8663,coding facilitator,10.0,WI,MORTGAGE,44000.0,Source Verified,23.24,0,2001,0,23,14,152656,34783,0,0,11,7,0,0,debt_consolidation,individual,14000,36,7.97,438.52,A,A5,Jan-2018,Current,whole,Cash,12604.02,No Delinquencies,True,0
8664,teacher,7.0,WV,MORTGAGE,42000.0,Source Verified,12.94,0,2006,1,9,4,67203,55861,0,0,2,2,0,1,house,individual,6000,36,7.34,186.2,A,A4,Mar-2018,Current,whole,Cash,5700.09,No Delinquencies,True,0
8665,city council,10.0,AR,OWN,25000.0,Verified,28.66,0,2007,2,10,7,34315,13581,0,0,5,4,0,0,debt_consolidation,individual,20000,60,20.39,534.23,D,D4,Mar-2018,In Grace Period,whole,Cash,19607.9,No Delinquencies,True,0
8666,education site manager,1.0,MA,RENT,57000.0,Not Verified,7.62,0,1994,1,13,13,47250,22352,0,603,12,9,0,0,other,individual,10500,36,10.42,340.88,B,B3,Jan-2018,Current,fractional,Cash,9229.6,No Delinquencies,True,0
8667,manager,6.0,NY,MORTGAGE,110000.0,Source Verified,6.45,0,2000,1,19,5,226477,13319,0,0,2,2,0,0,home_improvement,individual,10000,60,18.45,256.39,D,D2,Mar-2018,Current,whole,Cash,9687.32,No Delinquencies,True,0
8668,service manager,1.0,OK,MORTGAGE,125000.0,Source Verified,17.24,0,2001,1,46,20,287633,79499,0,370,14,9,0,0,debt_consolidation,individual,30000,60,15.05,714.49,C,C4,Jan-2018,Current,whole,Cash,28265.84,No Delinquencies,True,0
8670,vice president - operations,10.0,OH,MORTGAGE,200000.0,Source Verified,24.39,0,1990,3,24,12,199182,131058,0,0,6,4,0,0,other,individual,7500,36,7.97,234.92,A,A5,Feb-2018,Current,whole,Cash,6752.16,No Delinquencies,True,0
8671,owner / operator,6.0,NY,RENT,35000.0,Not Verified,11.9,0,2013,0,4,4,34200,10435,0,0,3,3,0,0,major_purchase,individual,11000,36,6.08,335.05,A,A2,Jan-2018,Current,whole,Cash,5731.27,No Delinquencies,True,0
8674,public safety officer,2.0,NY,OWN,36300.0,Source Verified,13.95,1,2012,2,5,3,15892,14577,0,0,2,2,0,0,other,individual,4800,36,17.09,171.35,D,D1,Jan-2018,Current,fractional,Cash,4270.17,Has Delinquencies,True,0
8675,dental assistant,10.0,NY,MORTGAGE,40000.0,Source Verified,0.75,0,1996,0,26,4,295500,264,0,0,3,1,0,0,debt_consolidation,joint,15000,60,10.42,321.82,B,B3,Jan-2018,Current,whole,Cash,14223.67,No Delinquencies,True,0
8676,assistant principal,10.0,TX,RENT,60000.0,Not Verified,31.52,0,2001,0,16,9,71005,46175,0,0,6,5,0,0,debt_consolidation,individual,10000,60,19.03,259.58,D,D3,Feb-2018,Current,whole,Cash,9586.3,No Delinquencies,True,0
8677,program mgr,10.0,TX,MORTGAGE,100000.0,Source Verified,7.85,0,1999,2,17,7,312995,26947,0,0,5,4,0,0,major_purchase,individual,18000,36,5.32,542.07,A,A1,Jan-2018,Current,whole,Cash,15668.06,No Delinquencies,True,0
8678,nail tech,3.0,IL,MORTGAGE,0.0,Not Verified,,0,2004,3,31,17,342842,55603,0,0,12,6,0,0,home_improvement,joint,35000,36,6.08,1066.04,A,A2,Jan-2018,Current,whole,Cash,30511.21,No Delinquencies,True,0
8679,engineer,2.0,NC,RENT,101000.0,Source Verified,19.43,0,2007,1,36,14,114581,68557,0,0,6,2,0,0,major_purchase,individual,15000,36,9.93,483.52,B,B2,Jan-2018,Current,whole,Cash,13173.03,No Delinquencies,True,0
8680,cardiac tech,4.0,IL,RENT,60000.0,Not Verified,8.16,0,2004,2,44,17,39400,12118,0,0,17,6,0,0,debt_consolidation,individual,9600,36,14.08,328.48,C,C3,Feb-2018,Current,fractional,Cash,8721.33,No Delinquencies,True,0
8681,manager,6.0,WA,RENT,63071.0,Source Verified,16.37,0,2007,0,33,11,36321,28625,0,0,9,8,0,0,debt_consolidation,individual,25000,36,11.99,830.24,B,B5,Feb-2018,Current,fractional,Cash,22643.18,No Delinquencies,True,0
8682,marketing specialist,2.0,FL,RENT,52000.0,Not Verified,11.49,1,2002,0,21,10,43855,15700,0,81,8,3,0,0,small_business,individual,8000,36,7.96,250.55,A,A5,Mar-2018,Current,whole,Cash,7403.61,Has Delinquencies,True,0
8684,full time hub person,10.0,CA,RENT,64000.0,Source Verified,34.46,0,1998,0,30,12,81771,54523,0,0,8,6,0,0,debt_consolidation,individual,14000,36,11.99,464.94,B,B5,Feb-2018,Late (31-120 days),whole,Cash,13346.64,No Delinquencies,True,0
8685,registered nurse,3.0,TX,MORTGAGE,76000.0,Verified,19.77,0,2007,1,20,11,290148,46293,0,883,5,4,0,0,credit_card,individual,30000,36,10.9,980.75,B,B4,Mar-2018,Current,whole,Cash,27855.89,No Delinquencies,True,0
